DAIRA,COMMUNE,FORET,LONGITUDE,LATITUDE,DATE_DECL,HEURE_DECL,DATE_INT,HEURE_INT,DATE_EXT,HEURE_EXT,ESSENCE,TOT_FORET,TOT_MAQUIS,TOT_BROUSSAILLES,SURF_TOTAL,CAUSE,SIGNALE,ORGANISMES,DEGATS,DECL_YEAR,DECL_MONTH,DECL_DAY,INT_YEAR,INT_MONTH,INT_DAY,EXT_YEAR,EXT_MONTH,EXT_DAY,DECL_HOUR,INT_HOUR,EXT_HOUR,METEO_TEMP,METEO_VENTE_VITESSE,METEO_VENTE_DIRECTION,LOCATION_NAME
BOUCHEGOUF,MEDJEZ SFA,KEF KOURATH,,,2022-08-17 00:00:00,1899-12-31 07:20:00,2022-08-17 00:00:00,1899-12-31 07:20:00,2022-08-18 00:00:00,1899-12-31 18:00:00,CL,20,60,0,80,INC,BM,SF+PC,20000000,2022,8,17,2022,8,17,2022,8,18,7,7,18,34.34,12.35,S,
BOUCHEGOUF,MEDJEZ SFA,CHAABET RAMOUL,,,2022-08-17 00:00:00,1899-12-31 09:35:00,2022-08-17 00:00:00,1899-12-31 09:35:00,2022-08-18 00:00:00,1899-12-31 18:00:00,EUC,290,910,0,1200,INC,BM,SF+PC+DW+ANP+POP+EAPC+EMPS,298000000,2022,8,17,2022,8,17,2022,8,18,9,9,18,34.34,12.35,S,
KHEZARA,BOUHACHANA,KEF RIH,,,2022-08-17 00:00:00,1899-12-31 09:05:00,2022-08-17 00:00:00,1899-12-31 09:05:00,2022-08-17 00:00:00,1899-12-31 23:45:00,PA,9,0,0,9,INC,BM,SF+PC,3600000,2022,8,17,2022,8,17,2022,8,17,9,9,23,34.34,12.35,S,
HAMMAM N'BAIL,HAMMAM N'BAILS,DJ BOUGRÉNISSA,,,2022-08-17 00:00:00,1899-12-31 11:53:00,2022-08-17 00:00:00,1899-12-31 11:53:00,2022-08-18 00:00:00,1899-12-31 07:40:00,MAQ,0,5,0,5,INC,BM,SF+PC,1000000,2022,8,17,2022,8,17,2022,8,18,11,11,7,34.34,12.35,S,
BOUCHEGOUF,OUED FRAGHA,OUSSATA,,,2022-08-17 00:00:00,1899-12-31 12:20:00,2022-08-17 00:00:00,1899-12-31 12:20:00,2022-08-18 00:00:00,1899-12-31 17:00:00,BRS,0,0,30,30,INC,BM,SF+PC,6000000,2022,8,17,2022,8,17,2022,8,18,12,12,17,34.34,12.35,S,
GUELAAT BOU SBAA,BELKHEIR,BOUDEMA,,,2022-08-17 00:00:00,1899-12-31 09:00:00,2022-08-17 00:00:00,1899-12-31 09:00:00,2022-08-17 00:00:00,1899-12-31 17:00:00,BRS,0,0,6,6,INC,BM,SF+PC,1200000,2022,8,17,2022,8,17,2022,8,17,9,9,17,34.34,12.35,S,
GUELAAT BOU SBAA,NECHMAYA,OULED CHIHA,,,2022-08-17 00:00:00,1899-12-31 11:30:00,2022-08-17 00:00:00,1899-12-31 11:30:00,2022-08-17 00:00:00,1899-12-31 17:00:00,MAQ,0,0.5,0,0.5,INC,BM,SF+PC,100000,2022,8,17,2022,8,17,2022,8,17,11,11,17,34.34,12.35,S,
HAMMAM N'BAIL,OUED CHEHAM,OUED GHANEM,,,2022-08-17 00:00:00,1899-12-31 14:20:00,2022-08-17 00:00:00,1899-12-31 14:20:00,2022-08-17 00:00:00,1899-12-31 18:00:00,MAQ,0,20,0,20,INC,BM,SF+PC,4000000,2022,8,17,2022,8,17,2022,8,17,14,14,18,34.34,12.35,S,
HAMMAM N'BAIL,OUED CHEHAM,AIN DJANA,,,2022-08-17 00:00:00,1899-12-31 14:20:00,2022-08-17 00:00:00,1899-12-31 14:20:00,2022-08-17 00:00:00,1899-12-31 17:00:00,MAQ,0,20,0,20,INC,BM,SF+PC,4000000,2022,8,17,2022,8,17,2022,8,17,14,14,17,34.34,12.35,S,
HAMMAM N'BAIL,DAHOUARA,DJ ASEKRE,,,2022-08-17 00:00:00,1899-12-31 14:20:00,2022-08-17 00:00:00,1899-12-31 14:20:00,2022-08-17 00:00:00,1899-12-31 17:00:00,MAQ+BRS,0,4,3,7,INC,BM,SF+PC,1400000,2022,8,17,2022,8,17,2022,8,17,14,14,17,34.34,12.35,S,
BOUCHEGOUF,BOUCHEGOUF,BIOUT SERINE,,,2022-08-17 00:00:00,1899-12-31 14:00:00,2022-08-17 00:00:00,1899-12-31 14:00:00,2022-08-18 00:00:00,1899-12-31 18:00:00,EUC,55,145,0,200,INC,BM,SF+PC,51000000,2022,8,17,2022,8,17,2022,8,18,14,14,18,34.34,12.35,S,
BOUCHEGOUF,AIN BEN BEIDA,AIN EL MADJENE,,,2022-08-17 00:00:00,1899-12-31 13:30:00,2022-08-17 00:00:00,1899-12-31 13:30:00,2022-08-17 00:00:00,1899-12-31 23:00:00,BRS,0,2,50,52,INC,BM,SF+PC,10400000,2022,8,17,2022,8,17,2022,8,17,13,13,23,34.34,12.35,S,
AIN MAKHLOUF,AIN MAKHLOUF,BELBESKRI,,,2022-08-17 00:00:00,1899-12-31 11:45:00,2022-08-17 00:00:00,1899-12-31 11:45:00,2022-08-17 00:00:00,1899-12-31 23:50:00,CL+BRS,20,6,140,166,INC,BM,SF+PC,37200000,2022,8,17,2022,8,17,2022,8,17,11,11,23,34.34,12.35,S,
AIN HESSAINIA,MEDJEZ AMAR,DJ KEF AHMED,,,2022-08-31 00:00:00,1899-12-31 14:35:00,2022-08-31 00:00:00,1899-12-31 14:35:00,2022-08-31 00:00:00,1899-12-31 16:40:00,MAQ,0,2.5,0,2.5,INC,PV,SF+PC,500000,2022,8,31,2022,8,31,2022,8,31,14,14,16,27.56,7.46,SO,
GUELAAT BOU SBAA,BELKHEIR,MECHTAT TOUIFEZA,,,2022-10-31 00:00:00,1899-12-31 09:56:00,2022-10-31 00:00:00,1899-12-31 10:00:00,2022-10-31 00:00:00,1899-12-31 12:00:00,BRS,0,0,0.2,0.2,INC,BM,SF+PC,40000,2022,10,31,2022,10,31,2022,10,31,9,10,12,19.87,5.41,SO,
GUELMA,BENDJERRAH,SÉRIE SIDI SELAM,7.39388888888889,36.405,2023-07-13 00:00:00,1899-12-31 02:00:00,2023-07-13 00:00:00,1899-12-31 02:30:00,2023-07-13 00:00:00,1899-12-31 05:50:00,MAQ,0,1,0,1,INC,PC,SF+PC+DW+EMPS+EAPC,200000,2023,7,13,2023,7,13,2023,7,13,2,2,5,33.2,7.91,N,GOOGLE EARTH
KHEZARA,AIN SANDEL,FORAR,372672,1048300,2023-08-26 00:00:00,1899-12-31 12:20:00,2023-08-26 00:00:00,1899-12-31 12:40:00,2023-08-26 00:00:00,1899-12-31 16:45:00,CV,1,0,6,7,INC,BM,SF+PC+ANP+EAPC+DW+EMPS+POP,1600000,2023,8,26,2023,8,26,2023,8,26,12,12,16,31.23,6.89,SO,Souk Ahras NJ-32-II-6 OUEST
BOUCHEGOUF,BOUCHEGOUF,BOUKERCHE,,,2023-08-27 00:00:00,1899-12-31 11:50:00,2023-08-27 00:00:00,1899-12-31 12:08:00,2023-08-27 00:00:00,1899-12-31 16:00:00,MAQ,0,1,0,1,INC,PV,SF+PC+DW+EMPS+EAPC,200000,2023,8,27,2023,8,27,2023,8,27,11,12,16,31.86,13.84,SO,
GUELAAT BOU SBAA,NECHMAYA,FEDJ CHAIR,359049,4055416,2023-08-27 00:00:00,1899-12-31 13:25:00,2023-08-27 00:00:00,1899-12-31 13:40:00,2023-08-27 00:00:00,1899-12-31 16:30:00,CL,1,0,2.5,3.5,INC,BM,SF+PC+DW+EAPC+POP+VOL+EMPS+ANP,900000,2023,8,27,2023,8,27,2023,8,27,13,13,16,31.86,13.84,SO,
BOUCHEGOUF,MEDJEZ SFA,GHAR BOUZID,,,2023-08-27 00:00:00,1899-12-31 12:50:00,2023-08-27 00:00:00,1899-12-31 13:25:00,2023-08-27 00:00:00,1899-12-31 14:45:00,CL,0.01,0,0,0.01,INC,BM,SF+PC+DW,4000,2023,8,27,2023,8,27,2023,8,27,12,13,14,31.86,13.84,SO,
BOUCHEGOUF,MEDJEZ SFA,GHAR BOUZID,,,2023-08-29 00:00:00,1899-12-31 12:30:00,2023-08-29 00:00:00,1899-12-31 12:57:00,2023-08-29 00:00:00,1899-12-31 15:00:00,MAQ,0,0.25,0,0.25,INC,BM,SF+PC+DW+EAPC,50000,2023,8,29,2023,8,29,2023,8,29,12,12,15,23.15,9.03,SO,
HAMMAM N'BAIL,OUED CHEHAM,OUED GHANEM,,,2023-09-04 00:00:00,1899-12-31 13:40:00,2023-09-04 00:00:00,1899-12-31 14:02:00,2023-09-04 00:00:00,1899-12-31 18:00:00,CV,0.25,2.75,0,3,INC,BM,SF+PC+DW+EAPC,650000,2023,9,4,2023,9,4,2023,9,4,13,14,18,31.09,6.36,NE+SO,
KHEZARA,AIN SANDEL,AIN LEGULAA,372743,4016712,2023-09-12 00:00:00,1899-12-31 15:00:00,2023-09-12 00:00:00,1899-12-31 15:15:00,2023-09-12 00:00:00,1899-12-31 19:00:00,MAQ,0,4,0,4,INC,BM,SF+PC+DW+EMPS+EAPC,800000,2023,9,12,2023,9,12,2023,9,12,15,15,19,28.45,6.37,SO,
BOUCHEGOUF,MEDJEZ SFA,CHAABET RAMOUL,,,2023-09-15 00:00:00,1899-12-31 12:00:00,2023-09-15 00:00:00,1899-12-31 12:13:00,2023-09-15 00:00:00,1899-12-31 13:45:00,MAQ,0,0.04,0,0.04,INC,BM,SF+PC+EMPS+DW,8000,2023,9,15,2023,9,15,2023,9,15,12,12,13,28.42,5.55,SO,
KHEZARA,AIN SANDEL,MECHTAT DJENAN RIKHA,373277,4015376,2023-09-17 00:00:00,1899-12-31 19:45:00,2023-09-17 00:00:00,1899-12-31 19:57:00,2023-09-18 00:00:00,1899-12-31 00:00:00,CV,1.5,0,0,1.5,INC,BM,SF+PC+EMPS+DW,600000,2023,9,17,2023,9,17,2023,9,18,19,19,0,32.62,7.1,SO,
AIN MAKHLOUF,AIN LARBI,EL HERHAR,,,2023-09-20 00:00:00,1899-12-31 14:00:00,2023-09-20 00:00:00,1899-12-31 14:10:00,2023-09-20 00:00:00,1899-12-31 15:20:00,BRS,0,0,1,1,INC,BM,SF+PC+EMPS,200000,2023,9,20,2023,9,20,2023,9,20,14,14,15,27.31,5.76,N+NO,
HAMMAM N'BAIL,HAMMAM N'BAILS,EL KHELOUA,,,2023-09-29 00:00:00,1899-12-31 16:30:00,2023-09-29 00:00:00,1899-12-31 16:40:00,2023-09-29 00:00:00,1899-12-31 19:00:00,MAQ,0,2.5,0,2.5,INC,BM,SF+PC+EMPS+DW+EAPC,500000,2023,9,29,2023,9,29,2023,9,29,16,16,19,21.32,6.27,N+SO,
BOUCHEGOUF,MEDJEZ SFA,BENI SALAH,,,2023-10-13 00:00:00,1899-12-31 16:45:00,2023-10-13 00:00:00,1899-12-31 16:55:00,2023-10-13 00:00:00,1899-12-31 18:20:00,CL,1,0,0,1,INC,BM,SF+PC+EMPS,400000,2023,10,13,2023,10,13,2023,10,13,16,16,18,24.11,5.58,SO,
GUELAAT BOU SBAA,BELKHEIR,MESMASSA,357054,4024962,2023-10-19 00:00:00,1899-12-31 17:33:00,2023-10-19 00:00:00,1899-12-31 17:38:00,2023-10-20 00:00:00,1899-12-31 00:45:00,BRS,0,0,1.5,1.5,INC,BM,SF+PC+EMPS+DW,300000,2023,10,19,2023,10,19,2023,10,20,17,17,0,25.91,10.29,SO,
GUELAAT BOU SBAA,BELKHEIR,MESMASSA,356956,4024960,2023-10-20 00:00:00,1899-12-31 16:45:00,2023-10-20 00:00:00,1899-12-31 16:50:00,2023-10-20 00:00:00,1899-12-31 18:49:00,BRS,0,0,0.5,0.5,INC,BM,SF+PC+EMPS,100000,2023,10,20,2023,10,20,2023,10,20,16,16,18,25.54,13.58,N+SO,
HAMMAM N'BAIL,DAHOUARA,MECHTAT GALB,,,2023-10-29 00:00:00,1899-12-31 09:50:00,2023-10-29 00:00:00,1899-12-31 09:55:00,2023-10-29 00:00:00,1899-12-31 13:56:00,MAQ,0,4,0,4,INC,BM,SF+PC+DW+EMPS+EAPC,800000,2023,10,29,2023,10,29,2023,10,29,9,9,13,24.78,10.4,S,
BOUCHEGOUF,MEDJEZ SFA,LEGREIN,,,2023-10-30 00:00:00,1899-12-31 10:56:00,2023-10-30 00:00:00,1899-12-31 11:00:00,2023-10-30 00:00:00,1899-12-31 14:00:00,BRS,0,0,0.02,0.02,INC,BM,SF+PC+DW+EAPC,4000,2023,10,30,2023,10,30,2023,10,30,10,11,14,25.38,11.76,S,
AIN MAKHLOUF,AIN LARBI,DJ OUM NSOUR,,,2024-07-17 00:00:00,1899-12-31 22:22:00,2024-07-17 00:00:00,1899-12-31 22:27:00,2024-07-18 00:00:00,1899-12-31 03:30:00,BRS,0,0,1.4,1.4,INC,PC,SF+PC,280000,2024,7,17,2024,7,17,2024,7,18,22,22,3,31.18,5.98,NE,
BOUCHEGOUF,BOUCHEGOUF,MT MOUALKIA,,,2024-07-20 00:00:00,1899-12-31 14:03:00,2024-07-20 00:00:00,1899-12-31 14:06:00,2024-07-20 00:00:00,1899-12-31 14:50:00,MAQ,0,0.02,0,0.02,INC,PC,SF+PC,4000,2024,7,20,2024,7,20,2024,7,20,14,14,14,30.74,5.98,NE,
AIN MAKHLOUF,AIN LARBI,DJ REKAKEB,,,2024-07-21 00:00:00,1899-12-31 12:28:00,2024-07-21 00:00:00,1899-12-31 12:35:00,2024-07-20 00:00:00,1899-12-31 13:17:00,REB+EUC,3,0,0,3,INC,BM,SF+PC,1200000,2024,7,21,2024,7,21,2024,7,20,12,12,13,32.01,10.05,SO+N,
KHEZARA,KHEZARAS,DOUAR LAALA,,,2024-07-21 00:00:00,1899-12-31 15:10:00,2024-07-21 00:00:00,1899-12-31 15:10:00,2024-07-21 00:00:00,1899-12-31 18:45:00,MAQ,0,2.5,0,2.5,INC,PV,SF+PC,500000,2024,7,21,2024,7,21,2024,7,21,15,15,18,32.01,10.05,SO+N,
HELIOPOLIS,BOUATI MAHMOUD,SILA,,,2024-07-28 00:00:00,1899-12-31 14:07:00,2024-07-28 00:00:00,1899-12-31 14:34:00,2024-07-28 00:00:00,1899-12-31 16:50:00,MAQ,0,1,0,1,INC,PV,SF+PC,200000,2024,7,28,2024,7,28,2024,7,28,14,14,16,31.62,6.98,SO,
AIN MAKHLOUF,AIN LARBI,MT AIN NECHMA,,,2024-07-30 00:00:00,1899-12-31 16:50:00,2024-07-30 00:00:00,1899-12-31 17:00:00,2024-08-30 00:00:00,1899-12-31 20:00:00,BRS,0,0,2,2,INC,PV,SF+PC,400000,2024,7,30,2024,7,30,2024,8,30,16,17,20,31.3,6.46,NE,
HAMMAM DEBAGH,BOUHAMDANE,TAYA BENI AHMED,,,2024-08-02 00:00:00,1899-12-31 11:23:00,2024-08-02 00:00:00,1899-12-31 11:30:00,2024-08-03 00:00:00,1899-12-31 09:30:00,PA+BRS,5,0,5,10,INC,PV,SF+PC,3000000,2024,8,2,2024,8,2,2024,8,3,11,11,9,33.18,7.83,SO+N,
HAMMAM DEBAGH,HAMMAM DEBAGH,DJ BOUGRÉNISSA,,,2024-08-23 00:00:00,1899-12-31 14:00:00,2024-08-23 00:00:00,1899-12-31 14:07:00,2024-08-23 00:00:00,1899-12-31 17:15:00,BRS,0,0,3,3,INC,BM,SF+PC,600000,2024,8,23,2024,8,23,2024,8,23,14,14,17,25.46,4.87,NE+SO,
GUELAAT BOU SBAA,DJEBALLAH KHEMISSI,MT TAHMAMINE,,,2024-08-27 00:00:00,1899-12-31 17:15:00,2024-08-27 00:00:00,1899-12-31 17:23:00,2024-08-27 00:00:00,1899-12-31 19:00:00,BRS,0,0,0.03,0.03,INC,CT,SF+PC,6000,2024,8,27,2024,8,27,2024,8,27,17,17,19,25.99,5.02,SO+NE,
HAMMAM DEBAGH,ROKNIA,MECHTAT R'MAL,,,2024-09-18 00:00:00,1899-12-31 17:20:00,2024-09-18 00:00:00,1899-12-31 17:30:00,2024-09-18 00:00:00,1899-12-31 19:20:00,BRS,0,0,0.05,0.05,INC,CT,SF+PC,10000,2024,9,18,2024,9,18,2024,9,18,17,17,19,19.9,4.79,SO,
HAMMAM DEBAGH,BOUHAMDANE,KEF SERRAK,,,2024-10-14 00:00:00,1899-12-31 17:00:00,2024-10-14 00:00:00,1899-12-31 17:10:00,2024-10-14 00:00:00,1899-12-31 19:20:00,BRS,0,0,0.5,0.5,INC,PV,SF+PC,100000,2024,10,14,2024,10,14,2024,10,14,17,17,19,26.72,6.5,SO,
OUED ZENATI,BORDJ SABAT,DOUAR BENI MESAADI,,,2025-07-01 00:00:00,1899-12-31 14:50:00,2025-07-01 00:00:00,1899-12-31 14:57:00,2025-07-01 00:00:00,1899-12-31 18:00:00,MAQ+BRS,0,1,2,3,INC,CT,SF+PC+DW+CYT+DAIRA+COMMUNE,280000,2025,7,1,2025,7,1,2025,7,1,14,14,18,29.08,5.1,NE+SO,GOOGLE EARTH
AIN MEKHLOUF,AIN LARBI,DJ KEF NESSOUR,,,2025-07-24 00:00:00,1899-12-31 06:25:00,2025-07-24 00:00:00,1899-12-31 06:40:00,2025-07-24 00:00:00,1899-12-31 07:15:00,BRS,0,0,5,5,INC,PC,SF+PC,4000,2025,7,24,2025,7,24,2025,7,24,6,6,7,33.2,7.75,S+SO,GOOGLE EARTH
GUELAAT BOU SBAA,BELKHEIR,MAHOUNA,,,2025-07-24 00:00:00,,2025-07-24 00:00:00,1899-12-31 11:17:00,2025-07-24 00:00:00,1899-12-31 19:15:00,CZ+BRS,1,0,11,12,INC,PV,SF+PC+DW+CYT+DAIRA+COMMUNE,1200000,2025,7,24,2025,7,24,2025,7,24,,11,19,33.2,7.75,S+SO,GOOGLE EARTH
HAMMAM DEBAGH,HAMMAM DEBAGH,DJ BOUGRÉNISSA,,,2025-08-08 00:00:00,1899-12-31 11:20:00,2025-08-08 00:00:00,1899-12-31 11:30:00,2025-08-08 00:00:00,1899-12-31 16:25:00,BRS,0,0,3.5,3.5,INC,PV,SF+PC+DW+EAPC+SN+EMPS+ANP+PCO+IA,500000,2025,8,8,2025,8,8,2025,8,8,11,11,16,28.65,5.44,E+SO,GOOGLE EARTH
OUED ZENATI,OUED ZENATI,DJ ONCEL,,,2025-08-10 00:00:00,1899-12-31 14:25:00,2025-08-10 00:00:00,1899-12-31 14:35:00,2025-08-10 00:00:00,1899-12-31 18:00:00,PA+EUC+BRS,2,0,4,8,INC,PV,SF+PC+DW+EAPC+EMPS+ANP,200000,2025,8,10,2025,8,10,2025,8,10,14,14,18,26.55,5.69,N,GOOGLE EARTH
HAMMAM N'BAIL,HAMMAM N'BAILS,SFAHLI,,,2025-08-19 00:00:00,1899-12-31 14:18:00,2025-08-19 00:00:00,1899-12-31 14:30:00,2025-08-19 00:00:00,1899-12-31 17:30:00,MAQ+BRS,0,0.5,1,1.5,INC,PV,SF+PC+DW+EAPC+EMPS+VOL,400000,2025,8,19,2025,8,19,2025,8,19,14,14,17,30.79,6.54,SO,GOOGLE EARTH
HAMMAM N'BAIL,OUED CHEHAM,GELALA,,,2025-08-22 00:00:00,1899-12-31 14:30:00,2025-08-22 00:00:00,1899-12-31 14:37:00,2025-08-22 00:00:00,1899-12-31 20:20:00,PA+BRS,35,0,30,65,CON,PV,SF+PC+DW+EAPC+POP+SN+VOL+EMPS+ANP+IA,3000000,2025,8,22,2025,8,22,2025,8,22,14,14,20,25.72,5.82,N,GOOGLE EARTH
BOUCHEGOUF,MEDJEZ SFA,TELAL,,,2025-08-26 00:00:00,1899-12-31 15:00:00,2025-08-26 00:00:00,1899-12-31 15:10:00,2025-08-26 00:00:00,1899-12-31 16:30:00,BRS,0,0,0.25,0.25,INC,BM,SF+PC+DW+EAPC+EMPS,600000,2025,8,26,2025,8,26,2025,8,26,15,15,16,31.92,6.5,SO+S,GOOGLE EARTH
HAMMAM N'BAIL,OUED CHEHAM,BEKARIA,,,2025-08-27 00:00:00,1899-12-31 07:16:00,2025-08-27 00:00:00,1899-12-31 07:30:00,2025-08-27 00:00:00,,BRS,0,0,6,6,INC,PV,SF+PC+DW+EAPC+EMPS,6000,2025,8,27,2025,8,27,2025,8,27,7,7,,33.95,7.32,SO,GOOGLE EARTH
KHEZARA,AIN SANDEL,DJ BARDOU,,,2025-08-27 00:00:00,1899-12-31 17:40:00,2025-08-27 00:00:00,1899-12-31 17:55:00,2025-08-28 00:00:00,1899-12-31 09:00:00,PA,4,0,0,4,INC,PV,SF+PC+DW+EAPC+ANP+EMPS+VOL,10000,2025,8,27,2025,8,27,2025,8,28,17,17,9,33.95,7.32,SO,GOOGLE EARTH
HAMMAM N'BAIL,HAMMAM N'BAILS,SOUIBINA,,,2025-08-27 00:00:00,1899-12-31 19:55:00,2025-08-27 00:00:00,1899-12-31 20:10:00,2025-08-28 00:00:00,1899-12-31 02:00:00,MAQ,0,15,0,15,INC,PV,SF+PC+DW+EAPC+ANP+EMPS+VOL,,2025,8,27,2025,8,27,2025,8,28,19,20,2,33.95,7.32,SO,GOOGLE EARTH
BOUCHEGOUF,MEDJEZ SFA,BENI SALAH,,,2025-08-31 00:00:00,1899-12-31 14:15:00,2025-08-31 00:00:00,1899-12-31 14:33:00,2025-09-02 00:00:00,1899-12-31 11:50:00,MAQ+BRS,0,25,40,65,INC,PV,SF+PC+DW+EAPC+SN+ANP+EMPS+VOL,,2025,8,31,2025,8,31,2025,9,2,14,14,11,27.65,4.84,S,GOOGLE EARTH
HAMMAM N'BAIL,DAHOUARA,DJ AOURES,,,2025-09-03 00:00:00,1899-12-31 15:08:00,2025-09-03 00:00:00,1899-12-31 15:19:00,2025-09-03 00:00:00,1899-12-31 17:50:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC+EAPC+EMPS+DW,,2025,9,3,2025,9,3,2025,9,3,15,15,17,24.74,4.87,E+NE,GOOGLE EARTH
HELIOPOLIS,HELIOPOLIS,AIN RIHANA,,,2025-09-07 00:00:00,1899-12-31 14:45:00,2025-09-07 00:00:00,1899-12-31 14:55:00,2025-09-07 00:00:00,1899-12-31 16:55:00,MAQ,0,1.5,0,1.5,INC,PV,SF+PC+EAPC+DW+EMPS,100000,2025,9,7,2025,9,7,2025,9,7,14,14,16,30.95,8.38,SO+NO,GOOGLE EARTH
GUELAAT BOU SBAA,NECHMAYA,TEBASSA,,,2025-10-23 00:00:00,1899-12-31 13:09:00,2025-10-23 00:00:00,1899-12-31 13:21:00,2025-10-23 00:00:00,1899-12-31 20:00:00,MAQ+BRS,0,0.5,1,1.5,INC,PV,SF+PC+EAPC+DW+EMPS,100000,2025,10,23,2025,10,23,2025,10,23,13,13,20,21.71,8.98,SO+O,GOOGLE EARTH
